date,open,high,low,close,adjClose,volume,split,dividend,absoluteChange,percentChange
2019-07-08,56.990002,57.490002,56.759998,57.189999,55.420181,1701700
2019-07-09,56.650002,56.919998,56.540001,56.869999,55.110085,1804400
2019-07-10,57.570000,57.680000,57.110001,57.439999,55.662445,1350100
2019-07-11,57.009998,57.259998,56.730000,57.209999,55.439564,835000
2019-07-12,57.349998,57.470001,57.080002,57.240002,55.468639,1196100
2019-07-15,57.820000,57.930000,57.540001,57.849998,56.059757,708700
2019-07-16,57.480000,58.060001,57.480000,57.560001,55.778736,1447700
2019-07-17,58.009998,58.400002,57.990002,58.009998,56.214806,1705400
2019-07-18,57.639999,57.939999,57.349998,57.840000,56.050068,1744200
2019-07-19,58.389999,58.689999,58.270000,58.299999,56.495834,1151800
2019-07-22,58.619999,58.660000,58.250000,58.470001,56.660572,1225000
2019-07-23,58.779999,58.880001,58.119999,58.380001,56.573360,1248400
2019-07-24,56.150002,56.580002,56.119999,56.340000,54.596489,1835800
2019-07-25,56.290001,56.430000,55.759998,56.110001,54.373608,1427800
2019-07-26,56.040001,56.150002,55.849998,56.130001,54.392986,1865300
2019-07-29,56.320000,56.470001,56.060001,56.430000,54.683704,1372800
2019-07-30,56.070000,56.419998,55.770000,56.259998,54.518963,1480100
2019-07-31,55.770000,56.020000,54.320000,54.930000,53.230122,2805000
2019-08-01,53.730000,54.369999,52.630001,52.930000,51.292015,3801500
2019-08-02,52.299999,52.480000,51.759998,52.049999,50.439247,2117800
2019-08-05,50.630001,50.860001,50.180000,50.430000,48.869381,3337900
2019-08-06,50.730000,50.869999,49.830002,50.220001,48.665882,1460800
2019-08-07,49.000000,49.930000,48.939999,49.889999,48.346092,2163300
2019-08-08,50.430000,51.240002,50.259998,51.000000,49.421741,1706200
2019-08-09,50.419998,50.549999,49.689999,49.980000,48.433308,2137700
2019-08-12,49.950001,50.150002,49.459999,49.540001,48.006924,1129800
2019-08-13,49.580002,50.779999,49.439999,50.650002,49.082573,3248000
2019-08-14,49.400002,49.700001,49.150002,49.169998,47.648373,2255000
2019-08-15,49.240002,49.419998,48.779999,49.299999,47.774349,1912900
2019-08-16,48.930000,49.080002,48.619999,48.810001,47.299515,2329400
2019-08-19,49.290001,49.450001,49.070000,49.139999,47.619301,1906400
2019-08-20,48.410000,48.560001,48.070000,48.430000,46.931274,2285800
2019-08-21,48.000000,48.130001,47.470001,47.610001,46.136650,2522300
2019-08-22,47.860001,48.009998,47.240002,47.250000,45.787788,2154400
2019-08-23,47.430000,47.840000,46.610001,46.689999,45.245117,3230200
2019-08-26,47.119999,47.389999,46.869999,47.220001,45.758720,1628300
2019-08-27,47.369999,47.509998,46.860001,47.139999,45.681194,1764000
2019-08-28,47.320000,48.110001,47.270000,47.810001,46.330460,2681300
2019-08-29,48.470001,48.599998,48.080002,48.139999,46.650246,1135300
2019-08-30,49.020000,49.320000,48.880001,49.160000,47.638683,2063900
2019-09-03,48.209999,48.790001,48.209999,48.730000,47.221989,1585000
2019-09-04,49.849998,50.509998,49.810001,50.410000,48.849998,2508000
2019-09-05,48.840000,49.330002,48.720001,49.310001,49.310001,1985800
2019-09-06,49.340000,49.450001,49.090000,49.160000,49.160000,1694700
2019-09-09,49.180000,49.759998,49.180000,49.750000,49.750000,1654300
2019-09-10,49.580002,50.360001,49.500000,50.360001,50.360001,2031900
2019-09-11,50.400002,50.580002,50.150002,50.580002,50.580002,1465500
2019-09-12,50.860001,51.180000,50.610001,50.959999,50.959999,1509000
2019-09-13,52.299999,52.389999,51.750000,51.919998,51.919998,2741700
2019-09-16,51.970001,52.310001,51.790001,52.040001,52.040001,2389600
2019-09-17,51.549999,51.660000,51.240002,51.580002,51.580002,1345200
2019-09-18,51.240002,51.520000,50.750000,51.189999,51.189999,1487300
2019-09-19,51.290001,51.610001,51.250000,51.349998,51.349998,1200700
2019-09-20,51.230000,51.430000,50.900002,50.990002,50.990002,1430000
2019-09-23,50.090000,50.720001,49.970001,50.599998,50.599998,1711000
2019-09-24,49.509998,49.619999,48.959999,49.209999,49.209999,3504900
2019-09-25,49.000000,49.730000,48.919998,49.630001,49.630001,1921800
2019-09-26,49.900002,49.900002,49.430000,49.480000,49.480000,1178500
2019-09-27,49.689999,49.980000,49.570000,49.770000,49.770000,1511500
2019-09-30,49.220001,49.590000,49.180000,49.380001,49.380001,1636300
2019-10-01,49.459999,49.540001,48.930000,49.009998,49.009998,1347100
2019-10-02,47.730000,48.029999,47.340000,47.680000,47.680000,3097600
2019-10-03,46.950001,48.060001,46.840000,47.869999,47.869999,2073600
2019-10-04,47.770000,48.439999,47.650002,48.410000,48.410000,1451500
2019-10-07,48.060001,48.419998,47.779999,47.799999,47.799999,1292700
2019-10-08,47.639999,47.750000,47.400002,47.470001,47.470001,1475100
2019-10-09,47.619999,47.709999,47.160000,47.540001,47.540001,1454500
2019-10-10,48.180000,48.480000,47.910000,48.369999,48.369999,2121400
2019-10-11,49.369999,50.060001,49.369999,49.610001,49.610001,2765400
2019-10-14,48.770000,48.910000,48.590000,48.619999,48.619999,1186400
2019-10-15,48.070000,48.970001,47.939999,48.680000,48.680000,2427700
2019-10-16,48.389999,48.580002,48.139999,48.169998,48.169998,1314100
2019-10-17,48.340000,48.340000,47.639999,47.669998,47.669998,1369400
2019-10-18,48.119999,48.130001,47.520000,47.529999,47.529999,1171900
2019-10-21,48.490002,48.529999,48.180000,48.380001,48.380001,1136500
2019-10-22,48.480000,48.740002,48.270000,48.560001,48.560001,1411500
2019-10-23,49.000000,49.070000,48.799999,49.029999,49.029999,1095600
2019-10-24,49.259998,49.369999,48.700001,48.869999,48.869999,1285800
2019-10-25,48.830002,49.349998,48.709999,49.220001,49.220001,989900
2019-10-28,49.849998,50.040001,49.740002,49.889999,49.889999,1809500
2019-10-29,49.740002,49.930000,49.619999,49.720001,49.720001,1033500
2019-10-30,49.259998,49.369999,48.770000,49.369999,49.369999,1539700
2019-10-31,49.099998,49.209999,48.630001,48.910000,48.910000,1355900
2019-11-01,49.250000,50.119999,49.180000,49.990002,49.990002,1766400
2019-11-04,50.990002,51.270000,50.790001,50.910000,50.910000,1666400
2019-11-05,52.209999,52.349998,51.779999,51.849998,51.849998,3438200
2019-11-06,52.110001,52.110001,51.279999,51.400002,51.400002,2079800
2019-11-07,51.790001,51.880001,51.360001,51.470001,51.470001,1487600
2019-11-08,50.540001,50.889999,50.540001,50.790001,50.790001,1413900
